source_id,type_of_water_source,number_of_people_served,priority_status
HaSe21074224,well,160,HIGH (Requires Pollution Check)
HaSe21075224,well,350,HIGH (Requires Pollution Check)
HaSe21076224,tap_in_home_broken,388,CRITICAL
HaSe21077224,well,374,HIGH (Requires Pollution Check)
HaSe21078224,tap_in_home_broken,990,CRITICAL
HaSe21079224,shared_tap,3686,STANDARD
HaSe21080224,tap_in_home_broken,464,CRITICAL
HaSe21081224,well,200,HIGH (Requires Pollution Check)
HaSe21082224,tap_in_home,510,STANDARD
HaSe21083224,well,208,HIGH (Requires Pollution Check)
HaSe21084224,well,300,HIGH (Requires Pollution Check)
HaSe21085224,tap_in_home,558,STANDARD
HaSe21086224,tap_in_home,938,STANDARD
HaSe21087224,well,348,HIGH (Requires Pollution Check)
HaSe21088224,well,184,HIGH (Requires Pollution Check)
HaSe21089224,tap_in_home_broken,994,CRITICAL
HaSe21090224,tap_in_home_broken,682,CRITICAL
HaSe21091224,well,284,HIGH (Requires Pollution Check)
HaSe21092224,well,168,HIGH (Requires Pollution Check)
HaSe21093224,well,354,HIGH (Requires Pollution Check)
HaSe21094224,well,314,HIGH (Requires Pollution Check)
HaSe21095224,well,166,HIGH (Requires Pollution Check)
HaSe21096224,well,220,HIGH (Requires Pollution Check)
HaSe21097224,tap_in_home_broken,596,CRITICAL
HaSe21098224,well,180,HIGH (Requires Pollution Check)
HaSe21099224,well,326,HIGH (Requires Pollution Check)
HaSe21100224,well,184,HIGH (Requires Pollution Check)
HaSe21101224,tap_in_home,448,STANDARD
HaSe21102224,well,220,HIGH (Requires Pollution Check)
HaSe21103224,well,160,HIGH (Requires Pollution Check)
HaSe21104224,tap_in_home_broken,408,CRITICAL
HaSe21105224,well,316,HIGH (Requires Pollution Check)
HaSe21106224,well,370,HIGH (Requires Pollution Check)
HaSe21107224,well,238,HIGH (Requires Pollution Check)
HaSe21108224,tap_in_home_broken,698,CRITICAL
HaSe21109224,well,220,HIGH (Requires Pollution Check)
HaSe21110224,well,370,HIGH (Requires Pollution Check)
HaSe21111224,well,246,HIGH (Requires Pollution Check)
HaSe21112224,tap_in_home_broken,798,CRITICAL
HaSe21113224,river,906,CRITICAL
HaSe21114224,well,214,HIGH (Requires Pollution Check)
HaSe21115224,well,178,HIGH (Requires Pollution Check)
HaSe21116224,well,356,HIGH (Requires Pollution Check)
HaSe21117224,well,378,HIGH (Requires Pollution Check)
HaSe21118224,well,272,HIGH (Requires Pollution Check)
HaSe21119224,tap_in_home,318,STANDARD
HaSe21120224,well,218,HIGH (Requires Pollution Check)
HaSe21121224,well,302,HIGH (Requires Pollution Check)
HaSe21122224,well,188,HIGH (Requires Pollution Check)
HaSe21123224,tap_in_home,604,STANDARD
HaSe21124224,tap_in_home,684,STANDARD
HaSe21125224,tap_in_home,520,STANDARD
HaSe21126224,tap_in_home_broken,484,CRITICAL
HaSe21127224,well,208,HIGH (Requires Pollution Check)
HaSe21128224,well,264,HIGH (Requires Pollution Check)
HaSe21129224,tap_in_home_broken,804,CRITICAL
HaSe21130224,well,228,HIGH (Requires Pollution Check)
HaSe21131224,well,172,HIGH (Requires Pollution Check)
HaSe21132224,well,372,HIGH (Requires Pollution Check)
HaSe21133224,tap_in_home_broken,924,CRITICAL
HaSe21134224,river,902,CRITICAL
HaSe21135224,well,202,HIGH (Requires Pollution Check)
HaSe21136224,well,332,HIGH (Requires Pollution Check)
HaSe21137224,well,176,HIGH (Requires Pollution Check)
HaSe21138224,tap_in_home_broken,502,CRITICAL
HaSe21139224,well,236,HIGH (Requires Pollution Check)
HaSe21140224,well,364,HIGH (Requires Pollution Check)
HaSe21141224,well,388,HIGH (Requires Pollution Check)
HaSe21142224,well,270,HIGH (Requires Pollution Check)
HaSe21143224,tap_in_home,784,STANDARD
HaSe21144224,well,248,HIGH (Requires Pollution Check)
HaSe21145224,well,240,HIGH (Requires Pollution Check)
HaSe21146224,shared_tap,2656,STANDARD
HaSe21147224,well,216,HIGH (Requires Pollution Check)
HaSe21148224,tap_in_home,526,STANDARD
HaSe21149224,tap_in_home,390,STANDARD
HaSe21150224,tap_in_home,524,STANDARD
HaSe21151224,tap_in_home,816,STANDARD
HaSe21152224,tap_in_home_broken,478,CRITICAL
HaSe21153224,well,214,HIGH (Requires Pollution Check)
HaSe21154224,tap_in_home,322,STANDARD
HaSe21155224,well,164,HIGH (Requires Pollution Check)
HaSe21156224,tap_in_home,458,STANDARD
HaSe21157224,tap_in_home,736,STANDARD
HaSe21158224,well,270,HIGH (Requires Pollution Check)
HaSe21159224,tap_in_home,792,STANDARD
HaSe21160224,well,160,HIGH (Requires Pollution Check)
HaSe21161224,tap_in_home,894,STANDARD
HaSe21162224,well,358,HIGH (Requires Pollution Check)
HaSe21163224,well,294,HIGH (Requires Pollution Check)
HaSe21164224,well,312,HIGH (Requires Pollution Check)
HaSe21165224,river,814,CRITICAL
HaSe21166224,well,354,HIGH (Requires Pollution Check)
HaSe21167224,well,334,HIGH (Requires Pollution Check)
HaSe21168224,well,300,HIGH (Requires Pollution Check)
HaSe21169224,well,236,HIGH (Requires Pollution Check)
HaSe21170224,tap_in_home,732,STANDARD
HaSe21171224,river,966,CRITICAL
HaSe21172224,well,242,HIGH (Requires Pollution Check)
HaSe21173224,well,180,HIGH (Requires Pollution Check)
HaSe21174224,tap_in_home,684,STANDARD
HaSe21175224,well,172,HIGH (Requires Pollution Check)
HaSe21176224,tap_in_home,464,STANDARD
HaSe21177224,tap_in_home_broken,714,CRITICAL
HaSe21178224,shared_tap,2148,STANDARD
HaSe21179224,well,260,HIGH (Requires Pollution Check)
HaSe21180224,well,212,HIGH (Requires Pollution Check)
HaSe21181224,well,308,HIGH (Requires Pollution Check)
HaSe21182224,well,392,HIGH (Requires Pollution Check)
HaSe21183224,well,222,HIGH (Requires Pollution Check)
HaSe21184224,tap_in_home,644,STANDARD
HaSe21185224,well,310,HIGH (Requires Pollution Check)
HaSe21186224,tap_in_home,504,STANDARD
HaSe21187224,well,302,HIGH (Requires Pollution Check)
HaSe21188224,well,330,HIGH (Requires Pollution Check)
HaSe21189224,well,312,HIGH (Requires Pollution Check)
HaSe21190224,well,208,HIGH (Requires Pollution Check)
HaSe21191224,well,302,HIGH (Requires Pollution Check)
HaSe21192224,tap_in_home,870,STANDARD
HaSe21193224,well,304,HIGH (Requires Pollution Check)
HaSe21194224,well,172,HIGH (Requires Pollution Check)
HaSe21195224,well,242,HIGH (Requires Pollution Check)
HaSe21196224,tap_in_home_broken,556,CRITICAL
HaSe21197224,tap_in_home,634,STANDARD
HaSe21198224,well,352,HIGH (Requires Pollution Check)
HaSe21199224,tap_in_home,918,STANDARD
HaSe21200224,well,308,HIGH (Requires Pollution Check)
HaSe21201224,tap_in_home,914,STANDARD
HaSe21202224,tap_in_home,630,STANDARD
HaSe21203224,well,232,HIGH (Requires Pollution Check)
HaSe21204224,well,282,HIGH (Requires Pollution Check)
HaSe21205224,tap_in_home,350,STANDARD
HaSe21206224,shared_tap,3204,STANDARD
HaSe21207224,well,366,HIGH (Requires Pollution Check)
HaSe21208224,well,298,HIGH (Requires Pollution Check)
HaSe21209224,well,342,HIGH (Requires Pollution Check)
HaSe21210224,tap_in_home_broken,954,CRITICAL
HaSe21211224,tap_in_home,856,STANDARD
HaSe21212224,well,208,HIGH (Requires Pollution Check)
HaSe21213224,well,314,HIGH (Requires Pollution Check)
HaSe21214224,tap_in_home_broken,778,CRITICAL
HaSe21215224,well,176,HIGH (Requires Pollution Check)
HaSe21216224,well,390,HIGH (Requires Pollution Check)
HaSe21217224,tap_in_home,548,STANDARD
HaSe21218224,well,360,HIGH (Requires Pollution Check)
HaSe21219224,well,260,HIGH (Requires Pollution Check)
HaSe21220224,tap_in_home_broken,758,CRITICAL
HaSe21221224,well,176,HIGH (Requires Pollution Check)
HaSe21222224,river,798,CRITICAL
HaSe21223224,well,224,HIGH (Requires Pollution Check)
HaSe21224224,well,364,HIGH (Requires Pollution Check)
HaSe21225224,well,382,HIGH (Requires Pollution Check)
HaSe21226224,well,256,HIGH (Requires Pollution Check)
HaSe21227224,well,214,HIGH (Requires Pollution Check)
HaSe21228224,well,270,HIGH (Requires Pollution Check)
HaSe21229224,tap_in_home,992,STANDARD
HaSe21230224,river,610,CRITICAL
HaSe21231224,well,288,HIGH (Requires Pollution Check)
HaSe21232224,tap_in_home_broken,716,CRITICAL
HaSe21233224,tap_in_home,430,STANDARD
HaSe21234224,tap_in_home,810,STANDARD
HaSe21235224,well,270,HIGH (Requires Pollution Check)
HaSe21236224,tap_in_home_broken,850,CRITICAL
HaSe21237224,tap_in_home,862,STANDARD
HaSe21238224,tap_in_home_broken,976,CRITICAL
HaSe21239224,well,368,HIGH (Requires Pollution Check)
HaSe21240224,well,204,HIGH (Requires Pollution Check)
HaSe21241224,tap_in_home_broken,916,CRITICAL
HaSe21242224,tap_in_home_broken,764,CRITICAL
HaSe21243224,well,350,HIGH (Requires Pollution Check)
HaSe21244224,tap_in_home,554,STANDARD
HaSe21245224,well,322,HIGH (Requires Pollution Check)
HaSe21246224,well,294,HIGH (Requires Pollution Check)
HaSe21247224,well,196,HIGH (Requires Pollution Check)
HaSe21248224,well,362,HIGH (Requires Pollution Check)
HaSe21249224,well,204,HIGH (Requires Pollution Check)
HaSe21250224,tap_in_home_broken,310,CRITICAL
HaSe21251224,well,276,HIGH (Requires Pollution Check)
HaSe21252224,well,366,HIGH (Requires Pollution Check)
HaSe21253224,well,272,HIGH (Requires Pollution Check)
HaSe21254224,tap_in_home_broken,366,CRITICAL
HaSe21255224,well,244,HIGH (Requires Pollution Check)
HaSe21256224,well,256,HIGH (Requires Pollution Check)
HaSe21257224,well,348,HIGH (Requires Pollution Check)
HaSe21258224,tap_in_home_broken,556,CRITICAL
HaSe21259224,tap_in_home,604,STANDARD
HaSe21260224,well,354,HIGH (Requires Pollution Check)
HaSe21261224,well,368,HIGH (Requires Pollution Check)
HaSe21262224,tap_in_home,692,STANDARD
HaSe21263224,tap_in_home,548,STANDARD
HaSe21264224,well,326,HIGH (Requires Pollution Check)
HaSe21265224,tap_in_home_broken,386,CRITICAL
HaSe21266224,tap_in_home,662,STANDARD
HaSe21267224,tap_in_home_broken,896,CRITICAL
HaSe21268224,tap_in_home,320,STANDARD
HaSe21269224,well,302,HIGH (Requires Pollution Check)
HaSe21270224,well,182,HIGH (Requires Pollution Check)
HaSe21271224,well,364,HIGH (Requires Pollution Check)
HaSe21272224,tap_in_home_broken,930,CRITICAL
HaSe21273224,tap_in_home,928,STANDARD
HaSe21274224,river,632,CRITICAL
HaSe21275224,tap_in_home,534,STANDARD
HaSe21276224,tap_in_home,858,STANDARD
HaSe21277224,well,314,HIGH (Requires Pollution Check)
HaSe21278224,tap_in_home_broken,574,CRITICAL
HaSe21279224,well,368,HIGH (Requires Pollution Check)
HaSe21280224,well,340,HIGH (Requires Pollution Check)
HaSe21281224,tap_in_home,386,STANDARD
HaSe21282224,well,344,HIGH (Requires Pollution Check)
HaSe21283224,well,298,HIGH (Requires Pollution Check)
HaSe21284224,well,298,HIGH (Requires Pollution Check)
HaSe21285224,well,198,HIGH (Requires Pollution Check)
HaSe21286224,well,214,HIGH (Requires Pollution Check)
HaSe21287224,well,370,HIGH (Requires Pollution Check)
HaSe21288224,tap_in_home_broken,824,CRITICAL
HaSe21289224,well,198,HIGH (Requires Pollution Check)
HaSe21290224,well,358,HIGH (Requires Pollution Check)
HaSe21291224,well,264,HIGH (Requires Pollution Check)
HaSe21292224,well,340,HIGH (Requires Pollution Check)
HaSe21293224,tap_in_home,480,STANDARD
HaSe21294224,shared_tap,3202,STANDARD
HaSe21295224,well,370,HIGH (Requires Pollution Check)
HaSe21296224,tap_in_home,476,STANDARD
HaSe21297224,river,978,CRITICAL
HaSe21298224,well,228,HIGH (Requires Pollution Check)
HaSe21299224,well,396,HIGH (Requires Pollution Check)
HaSe21300224,well,286,HIGH (Requires Pollution Check)
HaSe21301224,well,210,HIGH (Requires Pollution Check)
HaSe21302224,well,310,HIGH (Requires Pollution Check)
HaSe21303224,well,374,HIGH (Requires Pollution Check)
HaSe21304224,well,210,HIGH (Requires Pollution Check)
HaSe21305224,well,354,HIGH (Requires Pollution Check)
HaSe21306224,well,254,HIGH (Requires Pollution Check)
HaSe21307224,tap_in_home,408,STANDARD
HaSe21308224,river,808,CRITICAL
HaSe21309224,tap_in_home_broken,940,CRITICAL
HaSe21310224,well,316,HIGH (Requires Pollution Check)
HaSe21311224,river,492,CRITICAL
HaSe21312224,well,376,HIGH (Requires Pollution Check)
HaSe21313224,shared_tap,1666,STANDARD
HaSe21314224,river,596,CRITICAL
HaSe21315224,well,260,HIGH (Requires Pollution Check)
HaSe21316224,well,350,HIGH (Requires Pollution Check)
HaSe21317224,tap_in_home,968,STANDARD
HaSe21318224,well,268,HIGH (Requires Pollution Check)
HaSe21319224,tap_in_home,742,STANDARD
HaSe21320224,well,250,HIGH (Requires Pollution Check)
HaSe21321224,river,866,CRITICAL
HaSe21322224,well,182,HIGH (Requires Pollution Check)
HaSe21323224,well,288,HIGH (Requires Pollution Check)
HaSe21324224,tap_in_home,336,STANDARD
HaSe21325224,tap_in_home_broken,806,CRITICAL
HaSe21326224,well,218,HIGH (Requires Pollution Check)
HaSe21327224,well,348,HIGH (Requires Pollution Check)
HaSe21328224,well,210,HIGH (Requires Pollution Check)
HaSe21329224,well,242,HIGH (Requires Pollution Check)
HaSe21330224,well,380,HIGH (Requires Pollution Check)
HaSe21331224,well,314,HIGH (Requires Pollution Check)
HaSe21332224,tap_in_home_broken,886,CRITICAL
HaSe21333224,well,254,HIGH (Requires Pollution Check)
HaSe21334224,tap_in_home,378,STANDARD
HaSe21335224,well,348,HIGH (Requires Pollution Check)
HaSe21336224,well,248,HIGH (Requires Pollution Check)
HaSe21337224,well,396,HIGH (Requires Pollution Check)
HaSe21338224,well,240,HIGH (Requires Pollution Check)
HaSe21339224,river,462,CRITICAL
HaSe21340224,tap_in_home,656,STANDARD
HaSe21341224,well,184,HIGH (Requires Pollution Check)
HaSe21342224,well,162,HIGH (Requires Pollution Check)
HaSe21343224,shared_tap,3342,STANDARD
HaSe21344224,shared_tap,3676,STANDARD
HaSe21345224,tap_in_home_broken,728,CRITICAL
HaSe21346224,well,300,HIGH (Requires Pollution Check)
HaSe21347224,tap_in_home_broken,340,CRITICAL
HaSe21348224,well,270,HIGH (Requires Pollution Check)
HaSe21349224,tap_in_home_broken,670,CRITICAL
HaYa21350224,tap_in_home,392,STANDARD
HaYa21351224,tap_in_home_broken,470,CRITICAL
HaYa21352224,well,254,HIGH (Requires Pollution Check)
HaYa21353224,well,172,HIGH (Requires Pollution Check)
HaYa21354224,well,258,HIGH (Requires Pollution Check)
HaYa21355224,tap_in_home_broken,932,CRITICAL
HaYa21356224,well,254,HIGH (Requires Pollution Check)
HaYa21357224,well,248,HIGH (Requires Pollution Check)
HaYa21358224,well,210,HIGH (Requires Pollution Check)
HaYa21359224,tap_in_home_broken,988,CRITICAL
HaYa21360224,well,268,HIGH (Requires Pollution Check)
HaYa21361224,tap_in_home_broken,502,CRITICAL
HaYa21362224,well,292,HIGH (Requires Pollution Check)
HaYa21363224,shared_tap,1316,STANDARD
HaYa21364224,well,256,HIGH (Requires Pollution Check)
HaYa21365224,well,346,HIGH (Requires Pollution Check)
HaYa21366224,well,338,HIGH (Requires Pollution Check)
HaYa21367224,well,198,HIGH (Requires Pollution Check)
HaYa21368224,well,368,HIGH (Requires Pollution Check)
HaYa21369224,tap_in_home_broken,470,CRITICAL
HaYa21370224,well,348,HIGH (Requires Pollution Check)
HaYa21371224,tap_in_home_broken,540,CRITICAL
HaYa21372224,well,208,HIGH (Requires Pollution Check)
HaYa21373224,well,180,HIGH (Requires Pollution Check)
HaYa21374224,well,178,HIGH (Requires Pollution Check)
HaYa21375224,well,238,HIGH (Requires Pollution Check)
HaYa21376224,well,288,HIGH (Requires Pollution Check)
HaYa21377224,well,328,HIGH (Requires Pollution Check)
HaYa21378224,tap_in_home_broken,368,CRITICAL
HaYa21379224,well,164,HIGH (Requires Pollution Check)
HaYa21380224,well,270,HIGH (Requires Pollution Check)
HaYa21381224,well,240,HIGH (Requires Pollution Check)
HaYa21382224,well,196,HIGH (Requires Pollution Check)
HaYa21383224,tap_in_home_broken,436,CRITICAL
HaYa21384224,tap_in_home_broken,378,CRITICAL
HaYa21385224,well,232,HIGH (Requires Pollution Check)
HaYa21386224,tap_in_home_broken,514,CRITICAL
HaYa21387224,tap_in_home,510,STANDARD
HaYa21388224,tap_in_home_broken,516,CRITICAL
HaYa21389224,well,240,HIGH (Requires Pollution Check)
HaYa21390224,tap_in_home_broken,870,CRITICAL
HaYa21391224,well,216,HIGH (Requires Pollution Check)
HaYa21392224,well,382,HIGH (Requires Pollution Check)
HaYa21393224,well,210,HIGH (Requires Pollution Check)
HaYa21394224,well,222,HIGH (Requires Pollution Check)
HaYa21395224,well,224,HIGH (Requires Pollution Check)
HaYa21396224,well,378,HIGH (Requires Pollution Check)
HaYa21397224,well,268,HIGH (Requires Pollution Check)
HaYa21398224,well,368,HIGH (Requires Pollution Check)
HaYa21399224,well,372,HIGH (Requires Pollution Check)
HaYa21400224,well,336,HIGH (Requires Pollution Check)
HaYa21401224,well,220,HIGH (Requires Pollution Check)
HaYa21402224,tap_in_home_broken,330,CRITICAL
HaYa21403224,tap_in_home,616,STANDARD
HaYa21404224,tap_in_home,838,STANDARD
HaYa21405224,well,380,HIGH (Requires Pollution Check)
HaYa21406224,well,186,HIGH (Requires Pollution Check)
HaYa21407224,well,384,HIGH (Requires Pollution Check)
HaYa21408224,tap_in_home,530,STANDARD
HaYa21409224,tap_in_home,528,STANDARD
HaYa21410224,tap_in_home,558,STANDARD
HaYa21411224,tap_in_home_broken,496,CRITICAL
HaYa21412224,tap_in_home_broken,456,CRITICAL
HaYa21413224,well,282,HIGH (Requires Pollution Check)
HaYa21414224,tap_in_home,806,STANDARD
HaYa21415224,tap_in_home_broken,304,CRITICAL
HaYa21416224,well,288,HIGH (Requires Pollution Check)
HaYa21417224,well,246,HIGH (Requires Pollution Check)
HaYa21418224,well,248,HIGH (Requires Pollution Check)
HaYa21419224,well,232,HIGH (Requires Pollution Check)
HaYa21420224,well,316,HIGH (Requires Pollution Check)
HaYa21421224,well,182,HIGH (Requires Pollution Check)
HaYa21422224,well,266,HIGH (Requires Pollution Check)
HaYa21423224,well,324,HIGH (Requires Pollution Check)
HaYa21424224,well,398,HIGH (Requires Pollution Check)
HaYa21425224,well,374,HIGH (Requires Pollution Check)
HaYa21426224,well,384,HIGH (Requires Pollution Check)
HaYa21427224,well,360,HIGH (Requires Pollution Check)
HaYa21428224,well,340,HIGH (Requires Pollution Check)
HaYa21429224,well,176,HIGH (Requires Pollution Check)
HaYa21430224,well,240,HIGH (Requires Pollution Check)
HaYa21431224,tap_in_home,758,STANDARD
HaYa21432224,well,332,HIGH (Requires Pollution Check)
HaYa21433224,river,832,CRITICAL
HaYa21434224,tap_in_home,402,STANDARD
HaYa21435224,well,298,HIGH (Requires Pollution Check)
HaYa21436224,well,256,HIGH (Requires Pollution Check)
HaYa21437224,tap_in_home,824,STANDARD
HaYa21438224,tap_in_home,502,STANDARD
HaYa21439224,well,258,HIGH (Requires Pollution Check)
HaYa21440224,well,254,HIGH (Requires Pollution Check)
HaYa21441224,well,268,HIGH (Requires Pollution Check)
HaYa21442224,well,338,HIGH (Requires Pollution Check)
HaYa21443224,tap_in_home_broken,648,CRITICAL
HaYa21444224,tap_in_home_broken,774,CRITICAL
HaYa21445224,tap_in_home,606,STANDARD
HaYa21446224,well,306,HIGH (Requires Pollution Check)
HaYa21447224,well,348,HIGH (Requires Pollution Check)
HaYa21448224,well,190,HIGH (Requires Pollution Check)
HaYa21449224,well,292,HIGH (Requires Pollution Check)
HaYa21450224,well,160,HIGH (Requires Pollution Check)
HaYa21451224,tap_in_home,830,STANDARD
HaYa21452224,well,246,HIGH (Requires Pollution Check)
HaYa21453224,well,372,HIGH (Requires Pollution Check)
HaYa21454224,tap_in_home,926,STANDARD
HaYa21455224,well,268,HIGH (Requires Pollution Check)
HaYa21456224,well,352,HIGH (Requires Pollution Check)
HaYa21457224,tap_in_home,876,STANDARD
HaYa21458224,well,244,HIGH (Requires Pollution Check)
HaYa21459224,well,314,HIGH (Requires Pollution Check)
HaYa21460224,tap_in_home,800,STANDARD
HaYa21461224,well,366,HIGH (Requires Pollution Check)
HaYa21462224,well,228,HIGH (Requires Pollution Check)
HaYa21463224,well,326,HIGH (Requires Pollution Check)
HaYa21464224,tap_in_home_broken,420,CRITICAL
HaYa21465224,well,200,HIGH (Requires Pollution Check)
HaYa21466224,well,284,HIGH (Requires Pollution Check)
HaYa21467224,well,174,HIGH (Requires Pollution Check)
HaYa21468224,well,334,HIGH (Requires Pollution Check)
HaYa21469224,well,318,HIGH (Requires Pollution Check)
HaYa21470224,tap_in_home,332,STANDARD
HaYa21471224,well,346,HIGH (Requires Pollution Check)
HaYa21472224,well,194,HIGH (Requires Pollution Check)
HaYa21473224,tap_in_home_broken,678,CRITICAL
HaYa21474224,well,350,HIGH (Requires Pollution Check)
HaYa21475224,well,172,HIGH (Requires Pollution Check)
HaYa21476224,tap_in_home_broken,536,CRITICAL
