project_id,source_id,address,town,province,source_type,improvement,source_status,date_of_completion,comments
15364,AmRu14790224,119 Nyama Choma Street,Rural,Amanzi,well,Install UV and RO filter,Backlog,,
15365,SoRu38054224,118 Paka Dangote Street,Rural,Sokoto,river,Drill well,Backlog,,
15366,SoRu38273224,44 Mto Wa Uzima Street,Rural,Sokoto,well,Install UV and RO filter,Backlog,,
15367,AmRu14723224,194 Nyama Choma Street,Rural,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15368,AkRu03634224,114 Koinange Street,Rural,Akatsi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15369,SoRu34708224,129 Simba Road,Rural,Sokoto,river,Drill well,Backlog,,
15370,KiRu26723224,107 N'Djamena Road,Rural,Kilimani,river,Drill well,Backlog,,
15371,HaRu20263224,5 Malaika Drive,Rural,Hawassa,well,Install UV and RO filter,Backlog,,
15372,AkKi00873224,171 Tunis Street,Kintampo,Akatsi,well,Install RO filter,Backlog,,
15373,AmRu14486224,45 Jomo Kenyatta Boulevard,Rural,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15374,KiRu25372224,44 Mwanza Street,Rural,Kilimani,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15375,KiAm21970224,61 Lome Street,Amara,Kilimani,well,Install UV and RO filter,Backlog,,
15376,AkLu01937224,71 Kumasi Street,Lusaka,Akatsi,well,Install UV and RO filter,Backlog,,
15377,AkRu03876224,14 Lumumba Street,Rural,Akatsi,shared_tap,Install 7 taps nearby,Backlog,,
15378,AmAs10822224,134 Jangwa La Fisi Street,Asmara,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15379,HaSe20918224,20 Pygmy Trail,Serowe,Hawassa,river,Drill well,Backlog,,
15380,KiRu27443224,67 Kaduna Road,Rural,Kilimani,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15381,AkRu07654224,5 Mto Wa Furaha Road,Rural,Akatsi,well,Install RO filter,Backlog,,
15382,AkRu04784224,86 Giza Street,Rural,Akatsi,well,Install RO filter,Backlog,,
15383,AmPw12611224,111 Lagos Street,Pwani,Amanzi,shared_tap,Install 2 taps nearby,Backlog,,
15384,AmBe11029224,67 Achebe Street,Bello,Amanzi,shared_tap,Install 5 taps nearby,Backlog,,
15385,SoIl32315224,7 Rift Valley Rise,Ilanga,Sokoto,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15386,HaDj16943224,38 Amina Mohammed Drive,Djenne,Hawassa,well,Install UV and RO filter,Backlog,,
15387,SoRu34947224,33 Serpent Rise,Rural,Sokoto,well,Install RO filter,Backlog,,
15388,HaRu18977224,187 Winnie Mandela Street,Rural,Hawassa,well,Install UV and RO filter,Backlog,,
15389,AmBe11306224,189 Mbuzi Mbeki Street,Bello,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15390,HaDe16500224,131 Ndege Tambo Road,Deka,Hawassa,well,Install UV and RO filter,Backlog,,
15391,SoMa34058224,59 Yaya Tour̩ Lane,Majengo,Sokoto,river,Drill well,Backlog,,
15392,AkRu04027224,42 Moi Avenue,Rural,Akatsi,shared_tap,Install 2 taps nearby,Backlog,,
15393,HaRu19162224,29 Miriam Makeba Drive,Rural,Hawassa,shared_tap,Install 5 taps nearby,Backlog,,
15394,HaRu17226224,6 Savannah Grove,Rural,Hawassa,shared_tap,Install 8 taps nearby,Backlog,,
15395,KiIs24044224,48 Jengo Khama Avenue,Isiqalo,Kilimani,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15396,AmRu15103224,31 Mto Maridadi Avenue,Rural,Amanzi,well,Install RO filter,Backlog,,
15397,HaRu17868224,198 Lubumbashi Lane,Rural,Hawassa,well,Install RO filter,Backlog,,
15398,SoRu39268224,3 Shakira Drive,Rural,Sokoto,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15399,KiRu26008224,41 Zambezi Drive,Rural,Kilimani,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15400,AkKi00874224,40 Tunis Street,Kintampo,Akatsi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15401,KiRu27660224,82 Desmond Tutu Street,Rural,Kilimani,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15402,HaRu19585224,51 Mto Mandela Avenue,Rural,Hawassa,well,Install RO filter,Backlog,,
15403,AmRu13459224,172 Casablanca Street,Rural,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15404,AkRu05206224,167 Kenyatta Street,Rural,Akatsi,well,Install RO filter,Backlog,,
15405,AkHa00719224,74 Yvonne Chaka Street,Harare,Akatsi,well,Install RO filter,Backlog,,
15406,KiRu29629224,50 Ziwa La Upendo Street,Rural,Kilimani,well,Install RO filter,Backlog,,
15407,AmRu13606224,145 Casablanca Street,Rural,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15408,KiRu25586224,3 Usiku Court,Rural,Kilimani,well,Install RO filter,Backlog,,
15409,KiIs24103224,5 Kiboko Senghor Road,Isiqalo,Kilimani,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15410,AmDa11569224,29 Mamba Amina Way,Dahabu,Amanzi,shared_tap,Install 7 taps nearby,Backlog,,
15411,AmRu14048224,20 Selassie Drive,Rural,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15412,HaRu18601224,139 Kano Street,Rural,Hawassa,well,Install UV and RO filter,Backlog,,
15413,SoIl33009224,85 Cape Verde Street,Ilanga,Sokoto,shared_tap,Install 1 taps nearby,Backlog,,
15414,AkRu02785224,78 Nia Lane,Rural,Akatsi,well,Install RO filter,Backlog,,
15415,SoRu36392224,49 Nkrumah Road,Rural,Sokoto,river,Drill well,Backlog,,
15416,AkRu03509224,176 Koinange Street,Rural,Akatsi,well,Install RO filter,Backlog,,
15417,KiRu26003224,37 Zambezi Drive,Rural,Kilimani,well,Install UV and RO filter,Backlog,,
15418,AkRu03890224,65 Haile Selassie Avenue,Rural,Akatsi,well,Install RO filter,Backlog,,
15419,HaDe16550224,47 Yvonne Chaka Road,Deka,Hawassa,well,Install UV and RO filter,Backlog,,
15420,SoMa33807224,149 Ciss̩ Road,Majengo,Sokoto,well,Install UV and RO filter,Backlog,,
15421,AkRu05422224,103 Wole Soyinka Street,Rural,Akatsi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15422,AkRu04040224,192 Victoria Street,Rural,Akatsi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15423,AkRu04090224,48 Victoria Street,Rural,Akatsi,shared_tap,Install 8 taps nearby,Backlog,,
15424,AmAm09531224,139 Lumumba Lane,Amina,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15425,AkRu04342224,3 Asmara Street,Rural,Akatsi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15426,SoRu36014224,45 Seychelles Street,Rural,Sokoto,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15427,KiAm22075224,198 Lome Street,Amara,Kilimani,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15428,AkRu05644224,38 Ramaphosa Road,Rural,Akatsi,river,Drill well,Backlog,,
15429,KiRu29703224,128 Ziwa La Upendo Street,Rural,Kilimani,well,Install UV and RO filter,Backlog,,
15430,AmRu15340224,42 Ziwa La Machweo Avenue,Rural,Amanzi,river,Drill well,Backlog,,
15431,KiRu27363224,119 Kaduna Road,Rural,Kilimani,well,Install RO filter,Backlog,,
15432,KiZu31208224,152 Conakry Street,Zuri,Kilimani,river,Drill well,Backlog,,
15433,KiRu30485224,72 Sahara Street,Rural,Kilimani,shared_tap,Install 1 taps nearby,Backlog,,
15434,AmAm09754224,22 Zamajobe Avenue,Amina,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15435,HaRu20513224,170 Gbenga Adeyinka Street,Rural,Hawassa,well,Install UV and RO filter,Backlog,,
15436,AkRu04122224,74 Victoria Street,Rural,Akatsi,well,Install RO filter,Backlog,,
15437,HaRu19260224,33 Kiboko Nkrumah Lane,Rural,Hawassa,shared_tap,Install 1 taps nearby,Backlog,,
15438,AmRu14869224,22 Achebe Kifaru Drive,Rural,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15439,AmRu15140224,109 Mawimbi Maji Street,Rural,Amanzi,river,Drill well,Backlog,,
15440,AkKi00817224,57 Port Harcourt Boulevard,Kintampo,Akatsi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15441,SoRu37880224,174 Paka Dangote Street,Rural,Sokoto,shared_tap,Install 5 taps nearby,Backlog,,
15442,HaDj16744224,39 Durban Road,Djenne,Hawassa,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15443,HaYa21385224,58 Okapi Road,Yaounde,Hawassa,well,Install RO filter,Backlog,,
15444,HaYa21367224,97 Okapi Road,Yaounde,Hawassa,well,Install RO filter,Backlog,,
15445,AmAs10094224,30 Tembo Road,Asmara,Amanzi,well,Install RO filter,Backlog,,
15446,AmAm09608224,94 Lumumba Lane,Amina,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15447,HaDj16845224,20 Nairobi Drive,Djenne,Hawassa,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15448,KiRu25584224,2 Usiku Court,Rural,Kilimani,shared_tap,Install 8 taps nearby,Backlog,,
15449,SoMa34094224,16 Yaya Tour̩ Lane,Majengo,Sokoto,well,Install RO filter,Backlog,,
15450,AkHa00422224,56 Oliver Tambo Street,Harare,Akatsi,well,Install UV and RO filter,Backlog,,
15451,AkHa00722224,196 Yvonne Chaka Street,Harare,Akatsi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15452,HaRu19062224,75 Winnie Mandela Street,Rural,Hawassa,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15453,SoRu37664224,50 Tausi Lumumba Avenue,Rural,Sokoto,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15454,KiRu27621224,24 Desmond Tutu Street,Rural,Kilimani,well,Install RO filter,Backlog,,
15455,KiRu26273224,107 Kimathi Street,Rural,Kilimani,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15456,AmRu15489224,108 Jerusalema Lane,Rural,Amanzi,well,Install UV and RO filter,Backlog,,
15457,AkRu05872224,170 Mbeki Street,Rural,Akatsi,river,Drill well,Backlog,,
15458,SoKo33414224,42 Mlima Wa Hekima Street,Kofi,Sokoto,shared_tap,Install 1 taps nearby,Backlog,,
15459,AmPw12742224,6 Tumbili Kenyatta Avenue,Pwani,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15460,AkRu02860224,188 Nia Lane,Rural,Akatsi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15461,SoRu36606224,26 Machel Lane,Rural,Sokoto,well,Install RO filter,Backlog,,
15462,AmRu13294224,124 Hurghada Street,Rural,Amanzi,well,Install RO filter,Backlog,,
15463,SoRu39325224,4 Isicathamiya Avenue,Rural,Sokoto,river,Drill well,Backlog,,
15464,HaDe16575224,9 Yvonne Chaka Road,Deka,Hawassa,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15465,AkLu01664224,36 Mogadishu Road,Lusaka,Akatsi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15466,AkRu04655224,52 Windhoek Way,Rural,Akatsi,shared_tap,Install 1 taps nearby,Backlog,,
15467,HaAm15918224,131 Garang Street,Amina,Hawassa,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15468,KiRu25884224,27 Kudu Square,Rural,Kilimani,well,Install UV and RO filter,Backlog,,
15469,HaAm15943224,23 Garang Street,Amina,Hawassa,well,Install RO filter,Backlog,,
15470,SoIl32795224,120 Bahari Tamu Road,Ilanga,Sokoto,well,Install RO filter,Backlog,,
15471,KiRu28896224,116 Ziwa La Kioo Road,Rural,Kilimani,well,Install RO filter,Backlog,,
15472,AkRu04239224,12 Asmara Street,Rural,Akatsi,well,Install RO filter,Backlog,,
15473,KiRu25916224,65 Kalahari Avenue,Rural,Kilimani,well,Install RO filter,Backlog,,
15474,AmAm09894224,25 Afro Jazz Street,Amina,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15475,AkHa00570224,62 Yvonne Chaka Street,Harare,Akatsi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15476,KiZu30696224,128 Banjul Street,Zuri,Kilimani,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15477,AmRu14546224,32 Desmond Tutu Road,Rural,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15478,AkRu03614224,170 Koinange Street,Rural,Akatsi,well,Install RO filter,Backlog,,
15479,AkRu07294224,13 Ukingo Wa Jua Street,Rural,Akatsi,well,Install RO filter,Backlog,,
15480,KiRu28627224,173 Bahari Nzuri Street,Rural,Kilimani,shared_tap,Install 7 taps nearby,Backlog,,
15481,KiMr25065224,44 Afrobeats Street,Mrembo,Kilimani,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15482,SoMa34322224,133 Freetown Road,Marang,Sokoto,river,Drill well,Backlog,,
15483,KiRu29459224,136 Bahari Nyeupe Street,Rural,Kilimani,well,Install RO filter,Backlog,,
15484,SoRu39600224,139 Angelique Street,Rural,Sokoto,river,Drill well,Backlog,,
15485,KiMr25142224,126 Afrobeats Street,Mrembo,Kilimani,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15486,AkRu03677224,31 Koinange Street,Rural,Akatsi,well,Install RO filter,Backlog,,
15487,AkRu06397224,49 Punda Kagame Street,Rural,Akatsi,well,Install UV and RO filter,Backlog,,
15488,AkRu02723224,164 Nia Lane,Rural,Akatsi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15489,KiRu27777224,51 Desmond Tutu Street,Rural,Kilimani,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15490,HaRu19880224,46 Chanzo Cha Furaha Road,Rural,Hawassa,well,Install UV and RO filter,Backlog,,
15491,KiRu29924224,4 Special Star Road,Rural,Kilimani,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15492,AkRu04631224,23 Marrakech Avenue,Rural,Akatsi,river,Drill well,Backlog,,
15493,SoRu36971224,155 Ellen Johnson Sirleaf Street,Rural,Sokoto,well,Install UV and RO filter,Backlog,,
15494,SoRu38387224,8 Mlima Wa Uzuri Avenue,Rural,Sokoto,shared_tap,Install 7 taps nearby,Backlog,,
15495,KiHa22866224,9 Dar es Salaam Drive,Harare,Kilimani,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15496,KiMr25056224,64 Afrobeats Street,Mrembo,Kilimani,well,Install UV and RO filter,Backlog,,
15497,KiRu25295224,152 Mwanza Street,Rural,Kilimani,well,Install UV and RO filter,Backlog,,
15498,HaRu20146224,116 Milima Kali Street,Rural,Hawassa,well,Install RO filter,Backlog,,
15499,AmRu15465224,46 Jerusalema Lane,Rural,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15500,SoRu36920224,97 Ellen Johnson Sirleaf Street,Rural,Sokoto,river,Drill well,Backlog,,
15501,HaRu18677224,129 Amin Road,Rural,Hawassa,well,Install RO filter,Backlog,,
15502,HaRu18051224,90 Lubumbashi Lane,Rural,Hawassa,shared_tap,Install 1 taps nearby,Backlog,,
15503,SoRu35422224,38 Mandela Drive,Rural,Sokoto,river,Drill well,Backlog,,
15504,SoRu36654224,77 Machel Lane,Rural,Sokoto,shared_tap,Install 3 taps nearby,Backlog,,
15505,AmBe11060224,144 Achebe Street,Bello,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15506,AkRu03075224,13 Swahili Grove,Rural,Akatsi,well,Install RO filter,Backlog,,
15507,AmRu13017224,45 Cairo Road,Rural,Amanzi,well,Install RO filter,Backlog,,
15508,SoCh32024224,3 Bamako Road,Cheche,Sokoto,well,Install RO filter,Backlog,,
15509,AkRu08114224,9 Pwani Ya Utukufu Road,Rural,Akatsi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15510,KiZu31060224,194 Yaounde Street,Zuri,Kilimani,well,Install UV and RO filter,Backlog,,
15511,AmRu14931224,25 Ngiri Achebe Drive,Rural,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15512,AmRu14543224,78 Desmond Tutu Road,Rural,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15513,KiRu29254224,119 Bahari Ya Faraja Road,Rural,Kilimani,river,Drill well,Backlog,,
15514,SoRu35712224,59 Moroni Avenue,Rural,Sokoto,well,Install UV and RO filter,Backlog,,
15515,HaYa21515224,36 Wangari Maathai Avenue,Yaounde,Hawassa,well,Install RO filter,Backlog,,
15516,KiZu31370224,62 Mto Wa Maji Avenue,Zuri,Kilimani,shared_tap,Install 1 taps nearby,Backlog,,
15517,KiAm22492224,37 Bahari Ya Upendo Road,Amara,Kilimani,well,Install RO filter,Backlog,,
15518,AmAm09358224,21 Zambezi Way,Amina,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15519,KiRu28199224,87 Kipepeo Johnson Street,Rural,Kilimani,well,Install UV and RO filter,Backlog,,
15520,HaRu20846224,22 Tuku Street,Rural,Hawassa,well,Install RO filter,Backlog,,
15521,AmBe11251224,40 Mbuzi Mbeki Street,Bello,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15522,SoRu37406224,10 Soko Soyinka Road,Rural,Sokoto,well,Install RO filter,Backlog,,
15523,AkRu08890224,128 Ladysmith Black Street,Rural,Akatsi,shared_tap,Install 8 taps nearby,Backlog,,
15524,AkLu02355224,55 Okonjo-Iweala Street,Lusaka,Akatsi,shared_tap,Install 6 taps nearby,Backlog,,
15525,KiIs24014224,119 Farasi Makeba Street,Isiqalo,Kilimani,well,Install UV and RO filter,Backlog,,
15526,KiRu29589224,56 Bahari Nyeupe Street,Rural,Kilimani,shared_tap,Install 3 taps nearby,Backlog,,
15527,AkRu03764224,97 Lumumba Street,Rural,Akatsi,well,Install RO filter,Backlog,,
15528,AkLu02482224,18 Ziwa La Kipepeo Drive,Lusaka,Akatsi,river,Drill well,Backlog,,
15529,AmAm09667224,54 Lumumba Lane,Amina,Amanzi,river,Drill well,Backlog,,
15530,KiRu30213224,125 Burna Boy Street,Rural,Kilimani,river,Drill well,Backlog,,
15531,SoRu36010224,146 Seychelles Street,Rural,Sokoto,well,Install RO filter,Backlog,,
15532,KiRu30088224,158 Burna Boy Street,Rural,Kilimani,well,Install UV and RO filter,Backlog,,
15533,KiRu27876224,25 Haile Selassie Avenue,Rural,Kilimani,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15534,KiRu30353224,61 Kinshasa Road,Rural,Kilimani,river,Drill well,Backlog,,
15535,AkRu06214224,99 Tembo Mandela Road,Rural,Akatsi,river,Drill well,Backlog,,
15536,AmRu13768224,33 Luanda Avenue,Rural,Amanzi,well,Install RO filter,Backlog,,
15537,SoRu36057224,90 Seychelles Street,Rural,Sokoto,well,Install UV and RO filter,Backlog,,
15538,SoCh32031224,77 Bamako Road,Cheche,Sokoto,well,Install RO filter,Backlog,,
15539,HaYa21356224,50 Okapi Road,Yaounde,Hawassa,well,Install RO filter,Backlog,,
15540,KiZu31007224,18 Yaounde Street,Zuri,Kilimani,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15541,KiRu30070224,167 Burna Boy Street,Rural,Kilimani,river,Drill well,Backlog,,
15542,AkRu06441224,92 Punda Kagame Street,Rural,Akatsi,well,Install RO filter,Backlog,,
15543,HaDj16837224,4 Nairobi Drive,Djenne,Hawassa,well,Install UV and RO filter,Backlog,,
15544,AmRu15242224,74 Mawimbi Maji Street,Rural,Amanzi,shared_tap,Install 1 taps nearby,Backlog,,
15545,SoKo33315224,25 Chura Mandela Avenue,Kofi,Sokoto,river,Drill well,Backlog,,
15546,KiRu27222224,99 Maseru Road,Rural,Kilimani,river,Drill well,Backlog,,
15547,AkRu05638224,6 Ramaphosa Road,Rural,Akatsi,well,Install RO filter,Backlog,,
15548,SoRu36287224,122 Casablanca Road,Rural,Sokoto,river,Drill well,Backlog,,
15549,SoIl32354224,152 Sfax Street,Ilanga,Sokoto,well,Install UV and RO filter,Backlog,,
15550,SoRu35185224,22 Kenyatta Avenue,Rural,Sokoto,well,Install RO filter,Backlog,,
15551,SoRu37027224,102 Ellen Johnson Sirleaf Street,Rural,Sokoto,well,Install UV and RO filter,Backlog,,
15552,KiRu26267224,80 Kimathi Street,Rural,Kilimani,shared_tap,Install 2 taps nearby,Backlog,,
15553,HaRu20204224,8 Mawimbi Makuu Drive,Rural,Hawassa,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15554,AmPw12468224,6 Jengo Street,Pwani,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15555,AmRu12932224,23 Oran Crossing,Rural,Amanzi,shared_tap,Install 1 taps nearby,Backlog,,
15556,AkRu03505224,135 Koinange Street,Rural,Akatsi,shared_tap,Install 2 taps nearby,Backlog,,
15557,KiRu25653224,21 Acacia Lane,Rural,Kilimani,well,Install RO filter,Backlog,,
15558,SoRu39220224,17 Hugh Masekela Avenue,Rural,Sokoto,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15559,HaRu19704224,25 Mlima Tazama Avenue,Rural,Hawassa,well,Install RO filter,Backlog,,
15560,AkRu07327224,179 Ukingo Wa Jua Street,Rural,Akatsi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15561,AmAs10319224,142 Eto'o Street,Asmara,Amanzi,shared_tap,Install 7 taps nearby,Backlog,,
15562,HaRu20534224,181 Gbenga Adeyinka Street,Rural,Hawassa,well,Install RO filter,Backlog,,
15563,KiZu30680224,199 Banjul Street,Zuri,Kilimani,river,Drill well,Backlog,,
15564,SoRu36985224,24 Ellen Johnson Sirleaf Street,Rural,Sokoto,well,Install RO filter,Backlog,,
15565,KiAm22255224,142 Nguvu Tutu Street,Amara,Kilimani,well,Install UV and RO filter,Backlog,,
15566,KiRu25890224,32 Kudu Square,Rural,Kilimani,well,Install UV and RO filter,Backlog,,
15567,AmPw12755224,18 Tumbili Kenyatta Avenue,Pwani,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15568,SoRu34892224,28 Ndovu Avenue,Rural,Sokoto,river,Drill well,Backlog,,
15569,KiRu28561224,71 Sungura Amanpour Road,Rural,Kilimani,river,Drill well,Backlog,,
15570,AmRu13044224,127 Cairo Road,Rural,Amanzi,tap_in_home_broken,Diagnose local infrastructure,Backlog,,
15571,SoRu39312224,5 Isicathamiya Avenue,Rural,Sokoto,river,Drill well,Backlog,,
15572,HaRu18939224,90 Winnie Mandela Street,Rural,Hawassa,well,Install RO filter,Backlog,,
15573,KiIs23758224,64 Cape Coast Road,Isiqalo,Kilimani,well,Install UV and RO filter,Backlog,,
15574,AmAb09217224,15 Patrice Lumumba Drive,Abidjan,Amanzi,well,Install RO filter,Backlog,,
15575,KiAm22478224,48 Bahari Ya Kupendeza Drive,Amara,Kilimani,well,Install RO filter,Backlog,,
